cino,offence_type,offfence_category
DLWT010093112019,APSA,I
DLWT010093422019,APSA,I
DLWT010093552017,APSA,I
DLWT010093562017,APSA,I
DLWT010093902019,SH,I
DLWT010093962019,SH,I
DLWT010093972019,APSA,I
DLWT010093982019,APSA,I
DLWT010096012016,APSA,I
DLWT010094062016,APSA,I
DLWT010094082016,APSA,I
DLWT010094152016,APSA,I
DLWT010094252017,SA,I
DLWT010094572017,SA,I
DLWT010094772018,PSA,I
DLWT010094972018,PSA,I
DLWT010095132018,APSA,I
DLWT010095162018,APSA,I
DLWT010095202018,SA,I
DLWT010095392017,APSA,I
DLWT010095632016,APSA,I
DLWT010095642016,APSA,I
DLWT010095672019,APSA,I
DLWT010095712018,APSA,I
DLWT010095962016,SA,I
DLWT010096002016,SA,I
DLWT010096022016,ASA,I
DLWT010096192018,APSA,I
DLWT010096202018,SA,I
DLWT010096242018,SA,I
DLWT010096272019,APSA,I
DLWT010096302019,APSA,I
DLWT010096542019,SH,I
DLWT010096912019,SA,I
DLWT010096982019,PSA,I
DLWT010097292017,PSA,I
DLWT010097562017,APSA,I
DLWT010097752019,APSA,I
DLWT010098302017,SA,I
DLWT010098432018,Not Available,Offence not known
DLWT010098672016,SH,I
DLWT010098682018,APSA,I
DLWT010098712018,APSA,I
DLWT010098722016,SH,I
DLWT010098752018,SH,I
DLWT010098762018,SA,I
DLWT010099092017,APSA,I
DLWT010099252019,APSA,I
DLWT010099482016,APSA,I
DLWT010099542016,APSA,I
DLWT010099622019,APSA,I
DLWT010099822017,PSA,I
DLWT010099832017,APSA,I
DLWT010100122018,SH,I
DLWT010100132016,APSA,I
DLWT010100152016,SA,I
DLWT010100222016,APSA,I
DLWT010100252016,APSA,I
DLWT010100262017,APSA,I
DLWT010100322018,ASA,I
DLWT010100332018,APSA,I
DLWT010100372017,SA,I
DLWT010100432018,ASA,I
DLWT010100572018,APSA,I
DLWT010100642016,APSA,I
DLWT010100672016,APSA,I
DLWT010100892019,SH,I
DLWT010102292018,APSA,I
DLWT010102542017,SH,I
DLWT010102692017,APSA,I
DLWT010102792017,ASA,I
DLWT010102832019,APSA,I
DLWT010102842019,APSA,I
DLWT010102912018,APSA,I
DLWT010103102018,PSA,I
DLWT010103182017,APSA,I
DLWT010103332019,APSA,I
DLWT010103352019,APSA,I
DLWT010103912019,SH,I
DLWT010104322018,APSA,I
DLWT010104332018,APSA,I
DLWT010104542017,APSA,I
DLWT010104582019,APSA,I
DLWT010104642017,APSA,I
DLWT010104722017,ASA,I
DLWT010104762018,APSA,I
DLWT010104862017,APSA,I
DLWT010104892018,SH,I
DLWT010104932017,SA,I
DLWT010105942017,APSA,I
DLWT010106582018,APSA,I
DLWT010106812018,PSA,I
DLWT010106902018,SH,I
DLWT010107142018,SA,I
DLWT010107352017,APSA,I
DLWT010108612017,SH,I
DLWT010108642018,Attempt to SH,II
DLWT010108742018,APSA,I
DLWT010109302018,APSA,I
DLWT010110232018,APSA,I
DLWT010110542017,APSA,I
DLWT010110562018,APSA,I
DLWT010110862018,ASA,I
DLWT010110882018,APSA,I
DLWT010110922017,SA,I
DLWT010110952017,SA,I
DLWT010110962018,PSA,I
DLWT010111302018,SH,I
DLWT010111672017,APSA,I
DLWT010112022017,ASA,I
DLWT010112222017,APSA,I
DLWT010112232018,SA,I
DLWT010112642018,APSA,I
DLWT010112662017,SA,I
DLWT010112682017,APSA,I
DLWT010113352017,APSA,I
DLWT010114012018,APSA,I
DLWT010114172018,SA,I
DLWT010114202018,SA,I
DLWT010114522018,APSA,I
DLWT010115002018,SH,I
DLWT010115162017,APSA,I
DLWT010115192018,SA,I
DLWT010115362017,APSA,I
DLWT010115592018,SA,I
DLWT010115622018,Abetment of APSA,II
DLWT010115672018,PSA,I
DLWT010115742018,APSA,I
DLWT010116062018,APSA,I
DLWT010116072018,APSA,I
DLWT010116112018,APSA,I
DLWT010116492018,SA,I
DLWT010116852017,SA,I
DLWT010117212018,APSA,I
DLWT010117312018,APSA,I
DLWT010117402018,SA,I
DLWT010117412018,APSA,I
HRAM010000012019,SA,I
HRAM010000012020,PSA,I
HRAM010000402019,SA,I
HRAM010001482017,ASA,I
HRAM010001492016,SH,I
HRAM010002652019,SA,I
HRAM010002752017,PSA,I
HRAM010002782020,APSA,I
HRAM010003602020,PSA,I
HRAM010004122019,SH,I
HRAM010004542019,SA,I
HRAM010004552019,SA,I
HRAM010004582019,SA,I
HRAM010004642017,PSA,I
HRAM010004902016,PSA,I
HRAM010005022017,SA,I
HRAM010005142018,APSA,I
HRAM010005212020,ASA,I
HRAM010005452020,ASA,I
HRAM010005642018,APSA,I
HRAM010006152020,SH,I
HRAM010006342019,PSA,I
HRAM010006982016,SA,I
HRAM010007252019,SH,I
HRAM010008702016,PSA,I
HRAM010009242019,SH,I
HRAM010009472017,PSA,I
HRAM010009662015,PSA,I
HRAM010009732019,SA,I
HRAM010009832017,PSA,I
HRAM010009952020,APSA,I
HRAM010010232016,PSA,I
HRAM010010902019,SH,I
HRAM010010952020,PSA,I
HRAM010011012015,SA,I
HRAM010011042020,ASA,I
HRAM010011052020,SA,I
HRAM010011182018,SH,I
HRAM010011202018,APSA,I
HRAM010011892019,SH,I
HRAM010022132019,PSA,I
HRAM010011962015,ASA,I
HRAM010012362019,PSA,I
HRAM010012592018,Attempt to APSA,II
HRAM010013132020,SH,I
HRAM010014062015,SH,I
HRAM010014202018,PSA,I
HRAM010015562018,PSA,I
HRAM010016572019,Abetment of APSA,II
HRAM010016662017,SH,I
HRAM010016802016,PSA,I
HRAM010017322019,SA,I
HRAM010017352014,APSA,I
HRAM010017982015,SH,I
HRAM010018312016,SH,I
HRAM010019082018,APSA,I
HRAM010019162020,SH,I
HRAM010019182017,PSA,I
HRAM010020722018,SH,I
HRAM010020732018,Abetment of PSA +  Attempt to PSA,II
HRAM010020952017,SH,I
HRAM010020982019,Abetment of SA,II
HRAM010021222020,PSA,I
HRAM010022052017,APSA,I
HRAM010022132015,PSA,I
HRAM010022412017,PSA,I
HRAM010023412017,SA,I
HRAM010023592014,PSA,I
HRAM010024132018,PSA,I
HRAM010024622019,Abetment of CP,II
HRAM010025082017,PSA,I
HRAM010025092017,APSA,I
HRAM010025262017,SA,I
HRAM010025302017,PSA,I
HRAM010025412015,PSA,I
HRAM010039052016,ASA,I
HRAM010026272016,PSA,I
HRAM010026582019,APSA,I
HRAM010026592019,PSA,I
HRAM010026862019,SA,I
HRAM010027642019,Attempt to APSA,II
HRAM010027702016,PSA,I
HRAM010027982019,PSA,I
HRAM010028512017,PSA,I
HRAM010028802019,PSA,I
HRAM010028972019,APSA,I
HRAM010028992019,PSA,I
HRAM010029702016,PSA,I
HRAM010032382019,Abetment of PSA,II
HRAM010032902017,Abetment of CP,II
HRAM010033462019,Abetment of APSA,II
HRAM010033762016,SA,I
HRAM010034042018,ASA,I
HRAM010034052018,SA,I
HRAM010034512019,ASA,I
HRAM010034842018,APSA,I
HRAM010035342016,PSA,I
HRAM010035742018,ASA,I
HRAM010037992019,APSA,I
HRAM010038122019,SH,I
HRAM010039352019,PSA,I
HRAM010039382019,PSA,I
HRAM010039932018,ASA,I
HRAM010041132018,APSA,I
HRAM010041382018,ASA,I
HRAM010041942014,APSA,I
HRAM010042212017,PSA,I
HRAM010042392019,SH,I
HRAM010043752015,ASA,I
HRAM010043762015,ASA,I
HRAM010044102014,PSA,I
HRAM010064202015,PSA,I
HRAM010044152015,PSA,I
HRAM010044272019,PSA,I
HRAM010044412015,SA,I
HRAM010045112014,PSA,I
HRAM010045252019,Abetment of PSA + CP,II
HRAM010045382015,SA,I
HRAM010045712017,SH,I
HRAM010045752016,SH,I
HRAM010045772017,APSA,I
HRAM010045892015,SA,I
HRAM010045902015,ASA,I
HRAM010045962018,APSA,I
HRAM010045972019,Abetment of APSA,II
HRAM010046492016,SH,I
HRAM010046512018,PSA,I
HRAM010046572016,SH,I
HRAM010046692017,ASA,I
HRAM010047442015,PSA,I
HRAM010047442019,APSA,I
HRAM010047452015,SA,I
HRAM010047482017,APSA,I
HRAM010047522019,Abetment of SH,II
HRAM010048002014,APSA,I
HRAM010059442018,PSA,I
HRAM010050262018,APSA,I
HRAM010050292019,SH,I
HRAM010050482017,APSA,I
HRAM010050872015,PSA + CP,I
HRAM010050922018,PSA,I
HRAM010051022018,PSA,I
HRAM010051782014,PSA,I
HRAM010051832015,PSA,I
HRAM010052872019,SH,I
HRAM010053332018,Abetment of SA,II
HRAM010053732019,PSA,I
HRAM010054052017,APSA,I
HRAM010054502016,ASA,I
HRAM010055262016,SA,I
HRAM010055262018,SH,I
HRAM010055732019,APSA,I
HRAM010055802019,PSA,I
HRAM010055982019,APSA,I
HRAM010056202015,SH,I
HRAM010056602018,PSA,I
HRAM010056662017,SA,I
HRAM010056952019,APSA,I
HRAM010057032018,SH,I
HRAM010058392014,PSA,I
HRAM010058712015,PSA,I
HRAM010059152016,PSA,I
HRAM010059402018,SA,I
HRAM010059472018,PSA,I
HRAM010060422018,SA,I
HRAM010061192019,Abetment of CP,II
HRAM010061662015,SA,I
HRAM010061692019,SH,I
HRAM010061902016,PSA,I
HRAM010062232016,PSA,I
HRAM010062242017,PSA,I
HRAM010062312019,PSA,I
HRAM010062322017,APSA,I
HRAM010062362015,PSA,I
HRAM010062992014,PSA,I
HRAM010063742017,SA,I
HRAM010066592019,PSA,I
HRAM010064492018,SH,I
HRAM010064662014,SA,I
HRAM010065412017,PSA,I
HRAM010065512017,PSA,I
HRAM010065612019,Abetment of ASA,II
HRAM010065722018,PSA,I
HRAM010066212014,APSA,I
HRAM010066222019,Abetment of CP,II
HRAM010066242015,PSA,I
HRAM010066392016,SA,I
HRAM010066502017,PSA,I
HRAM010066592017,PSA,I
HRAM010066642017,PSA,I
HRAM010067282018,SH,I
HRAM010067912016,PSA,I
HRAM010068242017,ASA,I
HRAM010068412014,PSA,I
HRAM010068442017,APSA,I
HRAM010068622018,PSA,I
HRAM010068752017,Abetment of SA,II
HRAM010068892018,SH,I
HRAM010069042014,SH,I
HRAM010069472019,SA,I
HRAM010069692014,ASA,I
HRAM010069742019,SA,I
HRAM010069982019,PSA,I
HRAM010070252015,SA,I
HRAM010070592018,APSA,I
HRAM010070752019,APSA,I
HRAM010070762019,PSA,I
HRAM010071032015,SH,I
HRAM010071282019,PSA,I
HRAM010071292019,SH,I
HRAM010071602017,PSA,I
HRAM010072482016,PSA,I
HRAM010074182016,SH,I
HRAM010074632019,Abetment of CP,II
HRAM010074762015,PSA,I
HRAM010074922019,Abetment of APSA,II
HRAM010075342019,PSA,I
HRAM010076022018,SH,I
HRAM010076042019,ASA,I
HRAM010076322017,SA,I
HRAM010076812019,APSA,I
HRAM010077242018,SA,I
HRAM010077282017,SA,I
HRAM010077282019,PSA,I
HRAM010077302017,Abetment of CP,II
HRAM010077332017,PSA,I
HRAM010077882018,APSA,I
HRAM010077892018,Abetment of APSA,II
HRAM010077902018,PSA,I
HRAM010077942018,SH,I
HRAM010078642018,SH,I
HRAM010078702019,SA,I
HRAM010079202018,APSA,I
HRAM010079242018,SH,I
HRAM010079522019,SH,I
HRAM010079922019,APSA,I
HRAM010080192018,PSA,I
HRAM010080832017,PSA,I
HRAM010081162017,PSA,I
HRAM010081242018,PSA,I
HRAM010081382018,PSA,I
HRAM010081662018,APSA,I
HRAM010081672018,APSA,I
HRAM010081942018,Abetment of SA,II
HRAM010081952018,Abetment of SA,II
HRAM010082882019,SH,I
HRAM010083452019,SH,I
HRAM010083762019,SA,I
HRAM010083962019,SH,I
HRAM010084142019,ASA,I
HRAM010084242018,ASA,I
HRAM010084422017,SH,I
HRAM010084742018,SA,I
HRAM010084952017,PSA,I
HRAM010085122018,SA,I
HRAM010085552017,SH,I
HRAM010086202017,SA,I
HRAM010087572017,SA,I
HRAM010087582017,PSA,I
HRAM010087642017,PSA,I
HRAM010087662017,SH,I
HRAM010088762018,PSA,I
HRAM010091062018,ASA,I
HRAM010095172018,SA,I
HRAM010095182018,SH,I
HRAM010097282018,Abetment of CP,II
HRAM010100352018,Abetment of APSA,II
HRAM010102062018,PSA,I
HRAM010102352018,PSA,I
HRAM010102412018,SH,I
HRAM010102752018,ASA,I
HRAM010103812018,PSA,I
HRBH010000242020,APSA,I
HRBH010001272020,Attempt to SA,II
HRBH010004612020,APSA,I
HRBH010006712020,APSA,I
HRBH010007792020,APSA,I
HRBH010007802020,PSA,I
HRBH010019722020,APSA,I
HRBH010020002020,PSA,I
HRBH010020342020,ASA,I
HRBH010020622020,APSA,I
HRBH010020632020,APSA,I
HRBH010021972020,APSA,I
HRBH010026622020,PSA,I
HRBH010027142020,ASA,I
HRBH010028482020,APSA,I
HRBH010028872020,ASA,I
HRBH010029042020,ASA,I
HRBH010029052020,Attempt to APSA,II
HRBH010077282019,PSA,I
HRBH010078062019,APSA,I
HRBH010080862019,Abetment of APSA,II
HRBH010081242019,SH,I
HRBH010082642019,SH,I
HRBH010082702019,SA,I
HRBH010084522019,APSA,I
HRBH010084822019,APSA,I
HRBH010085172019,APSA,I
HRBH010085492019,APSA,I
HRBH010085502019,SH,I
HRBH010086472019,APSA,I
HRBH010086892019,SA,I
HRBH010089302019,APSA,I
HRBH010090512019,ASA,I
HRBH010090522019,APSA,I
HRBH010102932019,APSA,I
HRBH010104062019,Attempt to PSA,II
HRFB010000252020,APSA,I
HRFB010000582020,ASA,I
HRFB010000802016,APSA,I
HRFB010000802017,PSA,I
HRFB010000952019,PSA,I
HRFB010001082018,PSA,I
HRFB010001132020,APSA,I
HRFB010001182020,SA,I
HRFB010001192019,APSA,I
HRFB010001342016,PSA,I
HRFB010001552019,APSA,I
HRFB010001852020,ASA,I
HRFB010006402016,PSA,I
HRFB010002382019,PSA,I
HRFB010002732017,APSA,I
HRFB010002832016,PSA,I
HRFB010002842016,PSA,I
HRFB010003162020,PSA,I
HRFB010003172020,APSA,I
HRFB010003272020,SA,I
HRFB010003342017,PSA,I
HRFB010003342019,ASA,I
HRFB010003352017,PSA,I
HRFB010003372019,APSA,I
HRFB010004232020,APSA,I
HRFB010004402019,PSA,I
HRFB010004452018,Attempt to SA,II
HRFB010004832019,PSA,I
HRFB010004842016,PSA,I
HRFB010004892018,APSA,I
HRFB010005352019,APSA,I
HRFB010005462019,APSA,I
HRFB010005742019,PSA,I
HRFB010005752019,PSA,I
HRFB010005802019,SA,I
HRFB010005832018,SA,I
HRFB010006082017,SA,I
HRFB010006332017,PSA,I
HRFB010006362018,APSA,I
HRFB010006412016,PSA,I
HRFB010006422016,APSA,I
HRFB010006482017,APSA,I
HRFB010006522019,APSA,I
HRFB010006722017,PSA,I
HRFB010006972018,PSA,I
HRFB010007492017,ASA,I
HRFB010007602019,PSA,I
HRFB010007632017,ASA,I
HRFB010007962018,PSA,I
HRFB010008012020,ASA,I
HRFB010008082019,APSA,I
HRFB010008132019,PSA,I
HRFB010008142019,PSA,I
HRFB010008222018,SA,I
HRFB010008742018,PSA,I
HRFB010008782020,APSA,I
HRFB010009082018,PSA,I
HRFB010009242017,SA,I
HRFB010009312019,APSA,I
HRFB010009412020,APSA,I
HRFB010009672020,PSA,I
HRFB010010212020,APSA,I
HRFB010011452020,APSA,I
HRFB010012022017,APSA,I
HRFB010012022018,PSA,I
HRJN010011732018,APSA,I
HRFB010014052017,PSA,I
HRFB010014402020,PSA,I
HRFB010015002019,APSA,I
HRFB010015082018,SA,I
HRFB010015862019,PSA,I
HRFB010016162020,PSA,I
HRFB010016252016,PSA,I
HRFB010016412016,SA,I
HRFB010017002019,PSA,I
HRFB010017382019,PSA,I
HRFB010017492019,PSA,I
HRFB010017632018,SA,I
HRFB010017852019,APSA,I
HRFB010017872019,APSA,I
HRFB010018212016,SA,I
HRFB010018402016,APSA,I
HRFB010018482017,APSA,I
HRFB010018812019,SH,I
HRFB010019122020,PSA,I
HRFB010019312019,PSA,I
HRFB010020382020,Abetment of APSA,II
HRFB010020572017,APSA,I
HRFB010020682018,SH,I
HRFB010021692016,APSA,I
HRFB010021712018,PSA,I
HRFB010021982017,APSA,I
HRFB010022172019,APSA,I
HRFB010022182019,APSA,I
HRFB010022862016,PSA,I
HRFB010023092020,PSA,I
HRFB010023312019,PSA,I
HRFB010025142017,PSA,I
HRFB010025172019,SA,I
HRFB010025352020,Attempt to PSA,II
HRFB010025532019,PSA,I
HRFB010025582020,APSA,I
HRFB010026362015,SH,I
HRFB010027452019,APSA,I
HRFB010028072019,APSA,I
HRFB010028632017,APSA,I
HRFB010028632019,APSA,I
HRFB010031022016,PSA,I
HRFB010028642017,SA,I
HRFB010028922019,PSA,I
HRFB010029382017,Abetment of APSA,II
HRFB010029382018,ASA,I
HRFB010029402017,APSA,I
HRFB010030432018,APSA,I
HRFB010030622019,PSA,I
HRFB010030632017,SA,I
HRFB010030642018,Abetment of CP,II
HRFB010030652019,PSA,I
HRFB010030662018,APSA,I
HRFB010031022018,SA,I
HRFB010031062019,PSA,I
HRFB010031332017,PSA,I
HRFB010031382016,PSA,I
HRFB010031392016,APSA,I
HRFB010031852020,PSA,I
HRFB010031902019,APSA,I
HRFB010032092018,PSA,I
HRFB010032332016,PSA,I
HRFB010032542018,APSA,I
HRFB010032572019,SH,I
HRFB010032782016,SH,I
HRFB010033092018,APSA,I
HRFB010033222017,SA,I
HRFB010033232017,SH,I
HRFB010033572019,PSA,I
HRFB010033812018,APSA,I
HRFB010034282019,PSA,I
HRFB010034302017,PSA,I
HRFB010034852019,PSA,I
HRFB010035222018,APSA,I
HRFB010035232018,APSA,I
HRFB010035972018,PSA,I
HRFB010036002018,APSA,I
HRFB010036262019,SA,I
HRFB010043682016,SH,I
HRFB010036292019,PSA,I
HRFB010036332019,PSA,I
HRFB010036392017,APSA,I
HRFB010036502019,SA,I
HRFB010036972018,PSA,I
HRFB010037602018,SA,I
HRFB010037612017,ASA,I
HRFB010037832018,PSA,I
HRFB010038322019,APSA,I
HRFB010038352016,PSA,I
HRFB010038622018,APSA,I
HRFB010047372019,SH,I
HRFB010038812017,APSA,I
HRFB010039192016,PSA,I
HRFB010039702018,PSA,I
HRFB010040232018,PSA,I
HRFB010040292019,APSA,I
HRFB010040332019,PSA,I
HRFB010040362019,APSA,I
HRFB010040382019,PSA,I
HRFB010040762016,PSA,I
HRFB010041252019,APSA,I
HRFB010041292019,PSA,I
HRFB010041332018,PSA,I
HRFB010080362019,APSA,I
HRFB010041812017,APSA,I
HRFB010041832017,PSA,I
HRFB010041902016,PSA,I
HRFB010042102017,APSA,I
HRFB010042112017,APSA,I
HRFB010042462019,SA + CP,I
HRFB010042542018,APSA,I
HRFB010042612019,APSA,I
HRFB010043132018,SA,I
HRFB010043142018,APSA,I
HRFB010043202019,Not Available,Offence not known
HRFB010044302017,APSA,I
HRFB010044662018,PSA,I
HRFB010044782017,PSA,I
HRFB010045172017,APSA,I
HRFB010045182017,SA,I
HRFB010045872018,SA,I
HRFB010045892017,PSA,I
HRFB010046382018,APSA,I
HRFB010046952016,APSA,I
HRFB010047132018,Abetment of APSA,II
HRFB010047272019,APSA,I
HRJN010039842018,APSA,I
HRFB010047802018,APSA,I
HRFB010048682016,APSA,I
HRFB010049072016,APSA,I
HRFB010050042016,Not Available,Offence not known
HRFB010050532016,ASA,I
HRFB010050802017,APSA,I
HRFB010051382016,PSA,I
HRFB010051422017,PSA,I
HRFB010051522018,PSA,I
HRFB010052712019,PSA,I
HRFB010053192019,APSA,I
HRFB010054082018,APSA,I
HRFB010054402017,APSA,I
HRFB010103802015,ASA,I
HRFB010054602018,APSA,I
HRFB010054912018,PSA,I
HRFB010054932019,APSA,I
HRFB010054942019,ASA,I
HRFB010055322018,PSA,I
HRFB010055562019,PSA,I
HRFB010055582019,APSA,I
HRFB010056282019,PSA,I
HRFB010056292019,SA,I
HRFB010056932016,Abetment of CP,II
HRFB010057052018,APSA,I
HRFB010057102017,PSA,I
HRFB010103812015,PSA,I
HRFB010057442017,PSA,I
HRFB010057572016,ASA,I
HRFB010057662016,PSA,I
HRFB010058452017,PSA,I
HRFB010058592018,ASA,I
HRFB010058902017,PSA,I
HRFB010059182016,APSA,I
HRFB010059192016,PSA,I
HRFB010059202019,SA,I
HRFB010059232019,PSA,I
HRFB010059242019,PSA,I
HRFB010059262019,SH,I
HRFB010059872018,APSA,I
HRFB010059922019,ASA,I
HRFB010060522018,PSA,I
HRFB010060582018,PSA,I
HRFB010060592018,APSA,I
HRFB010060642018,APSA,I
HRFB010060862019,APSA,I
HRFB010061522018,ASA,I
HRFB010061582018,APSA,I
HRFB010062292019,APSA,I
HRFB010062302019,APSA,I
HRFB010062392019,APSA,I
HRFB010062532018,APSA,I
HRFB010062842018,ASA,I
HRFB010063162019,APSA,I
HRFB010063212019,SA,I
HRFB010063612018,PSA,I
HRFB010063852017,PSA,I
HRFB010063932016,PSA,I
HRFB010064372019,ASA,I
HRFB010064952019,PSA,I
HRFB010064962019,APSA,I
HRFB010065302016,PSA,I
HRFB010065712018,APSA,I
HRFB010065722018,PSA,I
HRFB010065782016,ASA,I
HRFB010065802016,APSA,I
HRFB010066052018,APSA,I
HRFB010066492018,PSA,I
HRFB010067172019,APSA,I
HRFB010067182018,Abetment of APSA,II
HRFB010068092018,APSA,I
HRFB010068102018,PSA,I
HRFB010068112018,PSA,I
HRFB010068202017,PSA,I
HRFB010068392018,SA,I
HRFB010069072017,ASA,I
HRFB010069352019,PSA,I
HRFB010116012019,APSA,I
HRFB010069612017,Abetment of CP,II
HRFB010070072016,PSA,I
HRFB010071062019,SA,I
HRFB010071072019,SA,I
HRFB010071082019,SA,I
HRFB010071302017,SA,I
HRFB010071312017,APSA,I
HRFB010071872019,APSA,I
HRFB010072012019,SA,I
HRFB010072022019,SA,I
HRFB010072212018,SA,I
HRFB010072492018,PSA,I
HRFT010007602016,PSA,I
HRFB010072582018,PSA,I
HRFB010072592016,PSA,I
HRFB010072712019,PSA,I
HRFB010072932018,APSA,I
HRFB010072942018,PSA,I
HRFB010073392019,SA,I
HRFB010073472019,PSA,I
HRFB010074252018,SA,I
HRFB010074792019,APSA,I
HRFB010075082017,PSA,I
HRFB010075112019,PSA,I
HRFT010008472018,APSA,I
HRFB010075352018,APSA,I
HRFB010075932019,APSA,I
HRFB010075992019,APSA,I
HRFB010076432019,APSA,I
HRFB010076512018,PSA,I
HRFB010076612016,PSA,I
HRFB010076632019,PSA,I
HRFB010076722019,Not Available,Offence not known
HRFB010077072019,APSA,I
HRFB010077212019,SA,I
HRFB010077352019,APSA,I
HRFB010077362019,SA,I
HRFB010077822017,PSA,I
HRFT010035192019,SA,I
HRFB010078632018,PSA,I
HRFB010078642018,PSA,I
HRFB010078852019,SA,I
HRFB010078902017,APSA,I
HRFB010078912017,PSA,I
HRFB010078992018,ASA,I
HRFB010079232017,APSA,I
HRFB010079242017,Abetment of APSA,II
HRFB010079582017,PSA,I
HRFB010079632019,PSA,I
HRFB010080072016,PSA,I
HRFB010080672017,SA,I
HRFB010080982019,PSA,I
HRFB010081102019,APSA,I
HRFB010081142018,PSA,I
HRFB010081382018,SA,I
HRFB010081572016,PSA,I
HRFB010081592017,SH,I
HRFB010081602017,SA,I
HRFB010081652017,APSA,I
HRFB010081662017,APSA,I
HRFB010081812019,PSA,I
HRFB010081982017,PSA,I
HRFB010082582018,PSA,I
HRFB010082922018,PSA,I
HRFB010082932018,APSA,I
HRFB010082942018,PSA,I
HRFB010083132019,PSA,I
HRFB010083672018,APSA,I
HRFB010083742018,PSA,I
HRFB010083742019,APSA,I
HRFB010083752019,SA,I
HRFB010083902016,APSA,I
HRFB010084452017,Abetment of APSA,II
HRFB010084462017,Abetment of APSA,II
HRFB010084612018,PSA,I
HRFB010084642019,SA,I
HRFB010085292016,APSA,I
HRFB010085782018,PSA,I
HRFB010086712016,APSA,I
HRFB010087162017,APSA,I
HRFB010087172017,APSA,I
HRFB010087562018,PSA,I
HRFB010087572018,APSA,I
HRFB010087582019,Abetment of CP,II
HRFB010087672019,APSA,I
HRFB010087912018,APSA,I
HRGR010014622019,APSA,I
HRFB010088192018,APSA,I
HRFB010088542018,ASA,I
HRFB010088612018,APSA,I
HRFB010088612019,PSA,I
HRFB010089172017,APSA,I
HRFB010089242019,SA,I
HRFB010089382019,APSA,I
HRFB010089732019,APSA,I
HRFB010090352019,APSA,I
HRFB010090392019,PSA,I
HRFB010090412017,SA,I
HRFB010090472018,APSA,I
HRFB010090542018,ASA,I
HRFB010090732018,PSA,I
HRFB010090852017,Abetment of APSA,II
HRFB010091082016,PSA,I
HRFB010091712018,PSA,I
HRFB010091722018,PSA,I
HRFB010091732018,PSA,I
HRFB010091812018,APSA,I
HRFB010091862017,APSA,I
HRFB010092712018,APSA,I
HRFB010092852018,PSA,I
ASGL010005712016,APSA,I
HRFB010092862018,APSA,I
HRFB010093072017,APSA,I
HRFB010093082017,Abetment of APSA,II
HRFB010093092017,APSA,I
HRFB010093352019,SA,I
HRFB010093412018,PSA,I
HRFB010093462016,PSA,I
